FID,country_name,site_name,borehole_name,permafrost_zone,longitude,latitude,elevation,depth,geom_ref,data_start,data_end,responsible_person,responsible_person_name,id_orga
tsp.198,Russia,Vorkuta,Vorkuta Ya3,Continuous,64.0035,67.5075,121.9025,22.4,POINT (64.00349 67.50745),2005,2009,83,Naum G. Oberman,46
tsp.199,Russia,Vorkuta,Vorkuta ZS-115,Discontinuous,63.3272,67.3898,193.4368,15,POINT (63.32717 67.38975),2007,2013,83,Naum G. Oberman,46
tsp.200,Russia,Vorkuta,Vorkuta ZS-117,Discontinuous,63.3387,67.3922,187,25,POINT (63.33866 67.39219),2013,2013,83,Naum G. Oberman,46
tsp.201,Russia,Vorkuta,Vorkuta ZS-12,Discontinuous,63.3958,67.4107,157.9329,20,POINT (63.39578 67.41069),2005,2009,83,Naum G. Oberman,46
tsp.202,Russia,Vorkuta,Vorkuta ZS-124,Discontinuous,63.3754,67.3973,149,24,POINT (63.37544 67.39731),2000,2013,83,Naum G. Oberman,46
tsp.203,Russia,Vorkuta,Vorkuta ZS-16,Discontinuous,63.4138,67.3897,167.9846,19,POINT (63.41379 67.38972),2007,2013,83,Naum G. Oberman,46
tsp.204,Russia,Vorkuta,Vorkuta ZS-169,Discontinuous,63.369,67.3964,154.0687,14.8,POINT (63.36899 67.39642),2007,2011,83,Naum G. Oberman,46
tsp.205,Russia,Vorkuta,Vorkuta ZS-227,Discontinuous,63.401,67.3922,171,13.1,POINT (63.40096 67.39221),2000,2013,83,Naum G. Oberman,46
tsp.206,Russia,Vorkuta,Vorkuta ZS-247,Discontinuous,63.3679,67.3985,152.9753,14.8,POINT (63.36788 67.39848),2000,2013,83,Naum G. Oberman,46
tsp.207,Russia,Vorkuta,Vorkuta ZS-25,Discontinuous,63.5151,67.4001,170,99,POINT (63.51515 67.40012),2007,2013,83,Naum G. Oberman,46
tsp.208,Russia,Vorkuta,Vorkuta ZS-34,Discontinuous,63.3805,67.3967,151.5724,14.5,POINT (63.38052 67.39673),2007,2013,83,Naum G. Oberman,46
tsp.209,Russia,Vorkuta,Vorkuta ZS-83a,Discontinuous,63.3645,67.3961,158.359,28,POINT (63.36454 67.39607),2013,2013,83,Naum G. Oberman,46
tsp.210,Russia,Vorkuta,Vorkuta R-55,Continuous,62.3789,67.3293,82.5562,13,POINT (62.37892 67.32933),2007,2013,83,Naum G. Oberman,46
tsp.211,Russia,Vorkuta,Vorkuta R-83,Continuous,62.3371,67.3379,90,20,POINT (62.33707 67.33792),2007,2013,83,Naum G. Oberman,46
tsp.213,Russia,Cherskii,Chukochya River 14_79,Continuous,156.9878,69.4834,24.9164,15,POINT (156.987809 69.483434),2009,2012,79,Alexander L. Kholodov,5
tsp.214,Russia,Kytalyk,Kytalyk 2_04,Continuous,147.4423,72.026,24.8702,8,POINT (147.4423 72.026),2000,2013,79,Alexander L. Kholodov,5
tsp.215,Russia,Cherskii,Omolon river mouth 2_07*,Continuous,158.9074,68.7255,8.6473,25,POINT (158.90743 68.725456),2007,2012,79,Alexander L. Kholodov,5
tsp.216,Russia,Cherskii,Duvanny Yar 2_08*,Continuous,159.0788,68.6334,25.9774,25,POINT (159.0788 68.63341),2007,2013,79,Alexander L. Kholodov,5
tsp.217,Russia,Chara,Chara 38,Continuous,118.3608,56.6669,1446.0494,19,POINT (118.36077 56.66694),2006,2017,14,Dmitry Sergueev,7
tsp.218,Russia,Kytalyk,Kytalik 4_06,Continuous,147.0208,72.2423,25,20,POINT (147.02083 72.2423),2000,2013,79,Alexander L. Kholodov,5
tsp.219,Russia,Cherskii,Amboliha 4_07*,Continuous,161.392,68.6389,3.1548,24,POINT (161.39195 68.638934),2000,2013,79,Alexander L. Kholodov,5
tsp.220,Russia,Chara,Chara 41,Continuous,118.3696,56.6741,1324.7367,20,POINT (118.36963 56.67408),2012,2017,14,Dmitry Sergueev,7
tsp.221,Russia,Kytalyk,Kytalik 5_06*,Continuous,147.4423,70.5603,38.2683,15,POINT (147.4423 70.5603),2007,2013,79,Alexander L. Kholodov,5
tsp.222,Russia,Cherskii,Ahmelo lake 5_07*,Continuous,160.9884,68.8122,4.1175,15,POINT (160.98841 68.812194),2007,2013,79,Alexander L. Kholodov,5
tsp.223,Russia,Chara,Chara 6,Continuous,118.4263,56.6056,1710.5636,20,POINT (118.4263 56.60562),2006,2010,14,Dmitry Sergueev,7
tsp.224,Russia,Chara,Belenkiy-1,Discontinuous,118.1896,56.761,724.9174,1.3,POINT (118.189628 56.761026),2007,2016,14,Dmitry Sergueev,7
tsp.225,Russia,Chara,Most-1,Discontinuous,118.2813,56.9055,704.2776,20,POINT (118.281306 56.905454),2008,2017,14,Dmitry Sergueev,7
tsp.226,Russia,Chara,Peski-1,Discontinuous,118.1732,56.8614,755.1892,15.3,POINT (118.17319 56.86143),1970,2014,14,Dmitry Sergueev,7
tsp.227,Russia,Chara,Ushelistiy-1,Continuous,118.4807,56.5442,1647.9132,0.45,POINT (118.48066 56.54419),2010,2017,14,Dmitry Sergueev,7
tsp.228,Russia,Chara,Zagryazkin-1,Continuous,118.3604,56.6776,1152.5042,19,POINT (118.3604 56.67757),2013,2016,14,Dmitry Sergueev,7
tsp.229,Russia,Novyi Urengoy,Urengoy 05-00,Discontinuous,76.93,66.3,56.1324,10,POINT (76.93 66.3),2005,2009,75,Dmitry S. Drozdov,43
tsp.230,Sweden,Abisko,Kursflaket 1 PYRN,Discontinuous,18.8733,68.3508,350.501,8,POINT (18.873333 68.350833),2008,2014,9,Margareta Johansson,3
tsp.231,Russia,Cherskii,Cherskii R33*,Continuous,159.983,70.083,20,25,POINT (159.983 70.083),2000,2013,80,Dmitry Fedorov-Davydov,14
tsp.232,Sweden,Abisko,SF-1 new  Storflaket 1 new,Discontinuous,18.9774,68.3481,386,6.2,POINT (18.977361 68.348083),2012,2014,9,Margareta Johansson,3
tsp.233,Sweden,Abisko,Storflaket 2,Discontinuous,18.9739,68.3472,385,6.2,POINT (18.973889 68.347222),2005,2009,9,Margareta Johansson,3
tsp.234,Sweden,Abisko,SF-2 new  Storflaket 2 new,Discontinuous,18.9739,68.3473,387.806,6.4,POINT (18.973944 68.347306),2005,2009,9,Margareta Johansson,3
tsp.235,Sweden,Abisko,Storflaket 3,Discontinuous,18.9747,68.3467,388,8,POINT (18.974722 68.346667),2007,2013,9,Margareta Johansson,3
tsp.236,Sweden,Abisko,SF-3 new  Storflaket 3 new,Discontinuous,18.975,68.3469,388.1679,7.5,POINT (18.974972 68.346944),2005,2009,9,Margareta Johansson,3
tsp.237,Sweden,Tavvavuoma,Tavvavuoma 10,Isolated Patches,20.9017,68.4624,549.7368,6.1,POINT (20.901667 68.462433),2007,2013,91,Britta Sannel,48
tsp.238,Sweden,Tavvavuoma,Tavvavuoma 11,Isolated Patches,20.9036,68.4636,548.9114,7.8,POINT (20.90361 68.46361),2007,2013,92,Peter Kuhry,48
tsp.239,Sweden,Tavvavuoma,Tavvavuoma 2,Isolated Patches,20.902,68.4621,549.1833,2,POINT (20.90205 68.4621),2013,2013,91,Britta Sannel,48
tsp.240,Canada,Quebec,Aupaluk HT299,Discontinuous,-69.6,58.3,209.3422,20,POINT (-69.6 58.3),,,40,Michel Allard,23
tsp.241,Canada,Quebec,Akulivik,Continuous,-78.2,60.8,0,20,POINT (-78.2 60.8),,,40,Michel Allard,23
tsp.242,Canada,Quebec,George River,Discontinuous,-65.96,58.716,115.3762,29,POINT (-65.96 58.716),,,40,Michel Allard,23
tsp.243,Canada,Quebec,Manitounuk,Sporadic,-77.216,55.6,39.5244,16,POINT (-77.216 55.6),,,40,Michel Allard,23
tsp.244,Canada,Quebec,Petite Riviere PBA,Sporadic,-76.16,55.86,241,20,POINT (-76.16 55.86),,,40,Michel Allard,23
tsp.245,Canada,Quebec,Povungnituk HT177,Continuous,-77.26,60.03,0,20,POINT (-77.26 60.03),,,40,Michel Allard,23
tsp.246,Canada,Quebec,Quaqtaq HT156,Continuous,-69.616,61.03,42.5182,20,POINT (-69.616 61.03),,,40,Michel Allard,23
tsp.247,Canada,Quebec,Salluit HT154,Continuous,-75.63,62.23,0,20,POINT (-75.63 62.23),,,40,Michel Allard,23
tsp.248,Canada,Quebec,Tasiujaq/HT157,Discontinuous,-69.93,58.7,2.776,20,POINT (-69.93 58.7),,,40,Michel Allard,23
tsp.249,Canada,Quebec,Tasiujaq/HT-304,Discontinuous,-69.9523,58.6687,18.1241,11,POINT (-69.952303 58.668736),,,40,Michel Allard,23
tsp.250,Canada,Quebec,Umiujaq/HT174,Sporadic,-76.53,56.5,38.7999,20,POINT (-76.53 56.5),,,40,Michel Allard,23
tsp.251,Canada,Quebec,Wakeham/HT159,Continuous,-71.93,61.516,60.3063,20,POINT (-71.93 61.516),,,40,Michel Allard,23
tsp.252,Canada,Pond Inlet,Bylot Pp,Continuous,-79.95,73.1561,15.7243,11,POINT (-79.95 73.1561),,,40,Michel Allard,23
tsp.253,Canada,Mackenzie River,Fort Simpson/FS deep,Discontinuous,-121.33,61.8375,175,20,POINT (-121.33 61.8375),,,11,Mark Nixon,8
tsp.254,Canada,Mackenzie River,Liard spruce 97TC4,Discontinuous,-121.3916,61.545,198,10,POINT (-121.3916 61.545),,,11,Mark Nixon,8
tsp.255,Canada,Mackenzie River,Wrigley trans/97TC5,Discontinuous,-121.883,61.96,179,10,POINT (-121.883 61.96),,,11,Mark Nixon,8
tsp.256,Canada,Mackenzie River,Liard shrub 97TC3,Discontinuous,-121.3916,61.545,198,10,POINT (-121.3916 61.545),,,11,Mark Nixon,8
tsp.257,Canada,Mackenzie River,Pump Station 1 T4-84-1,Discontinuous,-126.8861,65.2897,61,13.6,POINT (-126.8861 65.28972),,,136,Margo Burgess,8
tsp.258,Canada,Mackenzie River,Canyon Ck. 2A-HT-84-2A,Discontinuous,-126.5225,65.233,129.7678,128,POINT (-126.5225 65.233),,,136,Margo Burgess,8
tsp.259,Canada,Mackenzie River,Canyon Ck. 2A-T4-84-2A,Discontinuous,-126.5225,65.233,129.7678,13,POINT (-126.5225 65.233),,,136,Margo Burgess,8
tsp.260,Canada,Mackenzie River,Canyon Ck. N. Slope - T4-84-2B,Discontinuous,-126.5206,65.232,117.5443,21,POINT (-126.52055 65.232),1984,2015,136,Margo Burgess,8
tsp.261,Canada,Mackenzie River,Canyon Ck. S. Slope -T4-84-2C,Discontinuous,-126.5136,65.2308,126.8296,21,POINT (-126.51361 65.23083),,,136,Margo Burgess,8
tsp.262,Canada,Mackenzie River,Canyon Ck. MSC,Discontinuous,-126.52,65.2342,131.5253,13.2,POINT (-126.52 65.23416),,,101,Barry Goodison,52
tsp.263,Canada,Mackenzie River,Great Bear R. B -T4-84-3B,Discontinuous,-125.5792,65.912,406.6926,20,POINT (-125.57916 65.912),,,136,Margo Burgess,8
tsp.265,Canada,Mackenzie River,Table Mt. A/T4/85-7A,Discontinuous,-123.6419,63.6119,258.9138,20,POINT (-123.64194 63.61194),1987,2015,39,Sharon Smith,8
tsp.266,Canada,Mackenzie River,Table Mt.  B/T4/85-7B,Discontinuous,-123.6311,63.6094,267,20,POINT (-123.6311 63.60944),,,136,Margo Burgess,8
tsp.267,Canada,Mackenzie River,Table Mt. B/T5/85-7B,Discontinuous,-123.6311,63.6094,267,20,POINT (-123.6311 63.60944),,,136,Margo Burgess,8
tsp.268,Canada,Mackenzie River,Table Mt. C/T4/85-7C,Discontinuous,-123.6297,63.6066,265.2053,20,POINT (-123.629722 63.6066),,,136,Margo Burgess,8
tsp.269,Canada,Mackenzie River,Table Mt. C/T5/85-7C,Discontinuous,-123.6297,63.6066,265.2053,20,POINT (-123.62972 63.6066),,,136,Margo Burgess,8
tsp.270,Canada,Mackenzie River,Manner\\\'s Ck. A-T4-85-8A,Sporadic,-121.0925,61.605,198,20,POINT (-121.0925 61.605),,,39,Sharon Smith,8
tsp.271,Canada,Mackenzie River,Mackenzie Hwy S-T4-85-10B,Sporadic,-120.8647,61.3542,244,10.5,POINT (-120.86472 61.35416),,,39,Sharon Smith,8
tsp.272,Canada,Mackenzie River,Jean Marie Ck B-T4-85-12B,Sporadic,-120.7058,61.1914,302,16,POINT (-120.70583 61.19138),,,39,Sharon Smith,8
tsp.273,Canada,Petitot River,Petitot River N.  A-T4-84-5A,Sporadic,-119.5164,59.7583,553,21,POINT (-119.51638 59.7583),,,39,Sharon Smith,8
tsp.274,Canada,Petitot River,Petitot River N.  B-T4-84-5B,Sporadic,-119.5131,59.7569,552,21,POINT (-119.51305 59.75694),,,39,Sharon Smith,8
tsp.275,Canada,Petitot River,Petitot River S-T4-84-6,Sporadic,-119.2461,59.4614,575,21,POINT (-119.24611 59.461388),,,39,Sharon Smith,8
tsp.276,Canada,Mackenzie River,Kee Scarp,Discontinuous,-126.7188,65.3017,269.0911,128,POINT (-126.7188 65.30166),,,39,Sharon Smith,8
tsp.277,Canada,Mackenzie River,Gibson Gap,Discontinuous,-127.9166,65.766,209.6758,100,POINT (-127.9166 65.766),,,96,Stephan Gruber,57
tsp.278,Canada,Mackenzie River,KP2 - offrow,Discontinuous,-126.8458,65.2983,72.1679,4,POINT (-126.84583 65.2983),,,39,Sharon Smith,8
tsp.279,Canada,Mackenzie River,KP5 - offrow,Discontinuous,-126.788,65.288,73.166,4,POINT (-126.78805 65.288),,,39,Sharon Smith,8
tsp.280,Canada,Mackenzie River,KP182 - offrow unburnt,Discontinuous,-124.4669,64.2794,149,2,POINT (-124.46694 64.2794),,,39,Sharon Smith,8
tsp.281,Canada,Nunavut,Pangnirtung,Continuous,-65.71,66.14,103.584,15,POINT (-65.71 66.14),2008,2014,39,Sharon Smith,8
tsp.282,Canada,Baker Lake,Baker Lake,Continuous,-95.5,64.16,2,3,POINT (-95.5 64.16),,,136,Margo Burgess,8
tsp.283,Canada,Mackenzie River,Pump Station 3 85-9-T4,Sporadic,-120.9042,61.3972,221,20,POINT (-120.90416 61.3972),,,136,Margo Burgess,8
tsp.284,Canada,Mackenzie River,Trail River 84-4A-T2 (off row),Discontinuous,-121.9872,62.07,172,20,POINT (-121.9872 62.07),,,136,Margo Burgess,8
tsp.285,Canada,Mackenzie River,Jean Marie Ck A 85-12A-T4,Sporadic,-120.706,61.1925,302,12,POINT (-120.706 61.1925),,,136,Margo Burgess,8
tsp.286,Canada,Mackenzie River,Moraine South 85-11-T4,Sporadic,-120.801,61.282,251,12,POINT (-120.801 61.282),,,136,Margo Burgess,8
tsp.287,Canada,Mackenzie River,Norman Wells (van Everdingen BH),Discontinuous,-127.3833,67.4667,60,30,POINT (-127.383333 67.466667),,,39,Sharon Smith,8
tsp.288,Canada,Mackenzie River,"Kee Scarp, near Norman Wells, NWT",Discontinuous,-126.73,65.3,213.1594,45,POINT (-126.73 65.3),,,101,Barry Goodison,52
tsp.289,Canada,Mackenzie River,Wrigley KP313 T6,Discontinuous,-123.7,63.43,111.7821,20,POINT (-123.7 63.43),,,39,Sharon Smith,8
tsp.290,Canada,Mackenzie River,Police Island PI-01,Discontinuous,-125.0147,64.8342,145,12.9,POINT (-125.014709 64.834156),,,39,Sharon Smith,8
tsp.291,Canada,Mackenzie River,Police Island PI-02,Discontinuous,-125.0139,64.8333,145,19.5,POINT (-125.013866 64.833315),,,39,Sharon Smith,8
tsp.292,Canada,Mackenzie River,Old Fort Point OFP-01,Discontinuous,-124.8378,64.6523,146.146,20,POINT (-124.837783 64.652314),,,39,Sharon Smith,8
tsp.293,Canada,Mackenzie River,Little Smith LS-02,Discontinuous,-124.7325,64.4278,142,20,POINT (-124.732468 64.427751),,,39,Sharon Smith,8
tsp.294,Canada,Mackenzie River,Saline River SR-01,Discontinuous,-124.4853,64.2897,150.6181,20,POINT (-124.485296 64.289668),,,39,Sharon Smith,8
tsp.295,Canada,Mackenzie River,Saline River SR-02,Discontinuous,-124.4853,64.2879,150,20.4,POINT (-124.485264 64.287919),,,39,Sharon Smith,8
tsp.296,Canada,Mackenzie River,River Between Two Mountains RBTM-01,Discontinuous,-123.2048,62.947,120,20.6,POINT (-123.204772 62.947048),,,39,Sharon Smith,8
tsp.297,Canada,Mackenzie River,River Between Two Mountains RBTM-02,Discontinuous,-123.1798,62.931,148.4124,12.5,POINT (-123.179804 62.930989),,,39,Sharon Smith,8
tsp.298,Canada,Mackenzie River,Willow Lake River WLR-01,Discontinuous,-123.0844,62.7134,111.4992,3.7,POINT (-123.084362 62.713377),,,39,Sharon Smith,8
tsp.299,Canada,Mackenzie River,Oscar Creek OC-01,Discontinuous,-127.4382,65.4366,53,18.9,POINT (-127.438248 65.436571),,,39,Sharon Smith,8
tsp.300,Canada,Mackenzie River,Elliot Creek EC-01,Discontinuous,-127.6214,65.5204,62,21.3,POINT (-127.621417 65.520389),,,39,Sharon Smith,8
tsp.301,Canada,Mackenzie River,Elliot Creek EC-02,Discontinuous,-127.6219,65.5227,60.6955,12.2,POINT (-127.621861 65.522667),,,39,Sharon Smith,8
tsp.302,Canada,Mackenzie River,Hanna River HR-01,Discontinuous,-127.8335,65.6697,121.5093,20,POINT (-127.833516 65.669744),,,39,Sharon Smith,8
tsp.303,Canada,Mackenzie River,Gibson Lake GL-01,Discontinuous,-127.8881,65.7473,213.7119,21.3,POINT (-127.888145 65.747303),,,39,Sharon Smith,8
tsp.304,Canada,Mackenzie River,Jackfish Creek JF-02,Continuous,-128.4694,66.2849,64.292,21.3,POINT (-128.469375 66.284942),,,39,Sharon Smith,8
tsp.305,Canada,Mackenzie River,Fort Good Hope South 1 FGHS-01,Continuous,-128.4958,66.2098,127,10.2,POINT (-128.495835 66.209794),,,39,Sharon Smith,8
tsp.306,Canada,Mackenzie River,Fort Good Hope South FGHS-02,Continuous,-128.4957,66.2092,127,5.1,POINT (-128.495735 66.209229),,,39,Sharon Smith,8
tsp.307,Canada,Mackenzie River,Snafu Creek SC-01,Discontinuous,-128.3505,66.0019,114.2144,19.8,POINT (-128.350544 66.001887),,,39,Sharon Smith,8
tsp.308,Canada,Mackenzie River,Chick Lake CL-01,Discontinuous,-128.2839,65.8958,154,21.3,POINT (-128.283929 65.895801),,,39,Sharon Smith,8
tsp.309,Canada,Mackenzie River,Vermillion Creek VC-01,Discontinuous,-126.1373,65.0981,106.8644,8.2,POINT (-126.137301 65.098087),,,39,Sharon Smith,8
tsp.310,Canada,Mackenzie River,Vermillion Creek VC-02,Discontinuous,-126.1268,65.0954,113.3645,5.5,POINT (-126.12676741 65.09542505),,,39,Sharon Smith,8
tsp.311,Canada,Mackenzie River,Ebbutt Hill EH-01,Discontinuous,-122.4051,62.3166,315,16,POINT (-122.405083 62.3166),,,39,Sharon Smith,8
tsp.312,Canada,Mackenzie River,Trail River TR-01,Discontinuous,-121.76,62.0892,181.8487,12.2,POINT (-121.76 62.089167),,,39,Sharon Smith,8
tsp.313,Canada,Mackenzie River,Harris River HAR-01,Discontinuous,-121.2898,61.8771,139.8358,16,POINT (-121.2898 61.8771),,,39,Sharon Smith,8
tsp.314,Canada,Mackenzie River,Manners Sources MS-01,Discontinuous,-121.1058,61.6266,198,16,POINT (-121.105783 61.626583),,,39,Sharon Smith,8
tsp.315,Canada,Mackenzie River,Manners Sources MS-02,Discontinuous,-121.1044,61.6266,198,16,POINT (-121.104433 61.626583),,,39,Sharon Smith,8
tsp.316,Canada,Mackenzie River,Jean-Marie Creek JMC-01,Sporadic,-120.9478,61.4393,196,8.5,POINT (-120.947817 61.43935),,,39,Sharon Smith,8
tsp.317,Canada,Mackenzie River,Jean-Marie Creek JMC-02,Sporadic,-120.9485,61.4401,195,10,POINT (-120.948467 61.4401),,,39,Sharon Smith,8
tsp.318,Canada,Mackenzie River,Trout River,Sporadic,-120.5885,61.0194,348.94,7.2,POINT (-120.588533 61.01945),,,39,Sharon Smith,8
tsp.319,Canada,Mackenzie River,Trout Road Crossing TRC,Sporadic,-120.4847,60.8342,423,12,POINT (-120.48465 60.834217),,,39,Sharon Smith,8
tsp.320,Canada,Mackenzie River,Steep Creek Top Steep-02,Discontinuous,-124.3748,64.1812,147,28.3,POINT (-124.374783 64.181183),,,39,Sharon Smith,8
tsp.321,Canada,Mackenzie River,84-4B,Discontinuous,-121.986,62.0698,172.0253,18,POINT (-121.986 62.06984),,,39,Sharon Smith,8
tsp.322,Canada,Yukon,Fox Lake,Sporadic,-135.3844,61.169,781.4747,6.3,POINT (-135.384444 61.169028),,,57,Stuart Harris,36
tsp.323,Canada,Yukon,Sulphur Lake,Sporadic,-137.9833,60.95,886,3.5,POINT (-137.983333 60.95),,,57,Stuart Harris,36
tsp.324,Canada,Yukon,Mayo,Discontinuous,-135.8667,63.6167,518,36,POINT (-135.866667 63.616667),,,7,Chris R. Burn,1
tsp.325,Canada,Yukon,"Palsa 25, Wolf Creek",Sporadic,-135.2225,60.495,1233.8564,6.9,POINT (-135.2225 60.495),,,41,Antoni Lewkowicz,25
tsp.326,Canada,Yukon,Wolf Creek Aggradational Permafrost Mound (APM),Sporadic,-135.1935,60.4814,1191,15.3,POINT (-135.193467 60.481367),,,41,Antoni Lewkowicz,25
tsp.327,Canada,Yukon,60-Mile,Discontinuous,-140.8104,63.9095,1450.2479,38.3,POINT (-140.810374 63.909515),,,41,Antoni Lewkowicz,25
tsp.328,Canada,Yukon,Red Creek,Continuous,-138.3654,65.1531,774.4504,7.2,POINT (-138.36543 65.15314),,,41,Antoni Lewkowicz,25
tsp.329,Canada,Yukon,Carmacks,Discontinuous,-136.6717,62.3247,861.8515,30.14,POINT (-136.671667 62.324722),,,41,Antoni Lewkowicz,25
tsp.330,Canada,Yukon,Alpine Burwash,Sporadic,-139.4125,61.4517,1790.2606,42.9,POINT (-139.4125 61.451667),,,41,Antoni Lewkowicz,25
tsp.331,Canada,Yukon,Takhini River Valley,Sporadic,-135.5,60.9,720.1561,16.5,POINT (-135.5 60.9),,,7,Chris R. Burn,1
tsp.332,Canada,Yukon,Mt McIntyre,Sporadic,-135.1433,60.6222,1566,29.5,POINT (-135.143333 60.622222),,,41,Antoni Lewkowicz,25
tsp.333,Canada,Yukon,Dawson,Discontinuous,-139.4431,64.0836,319.0257,3.75,POINT (-139.443056 64.083611),,,41,Antoni Lewkowicz,25
tsp.334,Canada,Old Crow,Old Crow,Continuous,-139.816,67.5762,248,20,POINT (-139.816 67.5762),,,7,Chris R. Burn,1
tsp.335,Canada,Yukon,Pelly Crossing,Discontinuous,-136.57,62.82,463,2,POINT (-136.57 62.82),,,42,Panya S. Lipovsky ,22
tsp.336,Canada,Yukon,Whitehorse,Sporadic,-134.905,60.592,66.5268,5,POINT (-134.905 60.592),,,42,Panya S. Lipovsky ,22
tsp.337,Canada,Yukon,Carmacks*,Discontinuous,-136.294,62.086,543.2187,2,POINT (-136.294 62.086),,,42,Panya S. Lipovsky ,22
tsp.338,Canada,Mackenzie Mountains,MacMillan Pass,Discontinuous,-130.5833,63.2181,1500.4819,5,POINT (-130.583333 63.218056),,,57,Stuart Harris,36
tsp.339,Canada,Columbia Mountains,Sheldon Lake,Discontinuous,-132.25,62.6167,1350.0071,2.6,POINT (-132.25 62.616667),,,149,Sven Knutsson,79
tsp.340,Canada,Stone Mountains,Summit Lake A,Sporadic,-124.6333,58.6333,1444.3276,2.5,POINT (-124.633333 58.633333),,,149,Sven Knutsson,79
tsp.341,Canada,Columbia Mountains,Tuchitua km 161,Discontinuous,-129.6031,61.3171,895.7639,4.4,POINT (-129.603056 61.317056),,,57,Stuart Harris,36
tsp.342,Canada,Mackenzie Mountains,Billy Creek North BCN-01,Continuous,-127.4736,62.7051,2134.0828,19.8,POINT (-127.473575 62.705105),,,39,Sharon Smith,8
tsp.343,Canada,Columbia Mountains,Northern Dancer,Sporadic,-131.5997,60.0081,1626.5439,26.8,POINT (-131.599722 60.008056),,,41,Antoni Lewkowicz,25
tsp.344,Canada,Columbia Mountains,Ross River,Discontinuous,-132.45,61.9793,653,14,POINT (-132.45 61.9793),,,42,Panya S. Lipovsky ,22
tsp.345,Canada,Columbia Mountains,Watson Lake,Sporadic,-128.88,60.15,682,3,POINT (-128.88 60.15),,,42,Panya S. Lipovsky ,22
tsp.346,Canada,Rocky Mountains,Marmot Basin,Isolated Patches,-118.1161,52.7981,2274.2058,17.1,POINT (-118.116111 52.798056),,,57,Stuart Harris,36
tsp.347,Canada,Rocky Mountains,Plateau Mountain,Isolated Patches,-114.5192,50.2508,2317.4321,30,POINT (-114.519167 50.250833),,,57,Stuart Harris,36
tsp.348,Canada,Churchill Hudson Bay,Churchill RCT-1,Continuous,-94.0562,58.7583,21,15,POINT (-94.05622222 58.75830556),,,101,Barry Goodison,52
tsp.349,Canada,Churchill Hudson Bay,Churchill RCT-2,Continuous,-94.081,58.7351,14,15,POINT (-94.081 58.73511111),,,101,Barry Goodison,52
tsp.350,Canada,Churchill Hudson Bay,York Factory 1TCT,Continuous,-92.3,57,10,15,POINT (-92.3 57),,,39,Sharon Smith,8
tsp.351,Canada,Churchill Hudson Bay,Wapusk National Park Peat Plateau,Continuous,-93.3714,57.7739,45,4.5,POINT (-93.37138889 57.77388889),,,39,Sharon Smith,8
tsp.352,Canada,Eureka,Gemini E-10,Continuous,-84.07,79.99,149.599,876,POINT (-84.07 79.99),,,39,Sharon Smith,8
tsp.353,Canada,Pat Bay,Pat Bay A-72,Continuous,-105.45,77.35,19.4489,488,POINT (-105.45 77.35),,,39,Sharon Smith,8
tsp.354,Canada,Ellesmere Island,Alert 1,Continuous,-62.4167,82.5,64.7387,60.96,POINT (-62.41666667 82.5),1978,2014,39,Sharon Smith,8
tsp.355,Canada,Marryatt,Marryatt K-71,Continuous,-108.9733,76.345,80,1028,POINT (-108.97333333 76.345),,,39,Sharon Smith,8
tsp.356,Canada,Ellesmere Island,Alert 2,Continuous,-62.4167,82.5,64.7387,60.96,POINT (-62.41666667 82.5),1978,2014,39,Sharon Smith,8
tsp.357,Canada,Ellesmere Island,Alert 3,Continuous,-62.4167,82.5,64.7387,67.3,POINT (-62.41666667 82.5),,,39,Sharon Smith,8
tsp.358,Canada,Ellesmere Island,Alert 4,Continuous,-62.4167,82.5,60,15.24,POINT (-62.41666667 82.5),,,39,Sharon Smith,8
tsp.359,Canada,Nunavut,Arctic Bay,Continuous,-85.1667,73.0333,21.1513,15,POINT (-85.16666667 73.03333333),2008,2013,39,Sharon Smith,8
tsp.360,Canada,Nunavut,Clyde River,Continuous,-68.5944,70.4681,27,15,POINT (-68.59444444 70.46805556),2008,2012,39,Sharon Smith,8
tsp.361,Canada,Nunavut,Igloolik,Continuous,-81.8,69.3833,53,15,POINT (-81.8 69.38333333),2008,2011,39,Sharon Smith,8
